OverallQual,Neighborhood,GarageCars,BsmtQual,KitchenQual,ExterQual,GarageArea,FullBath,GarageFinish,Dure_garage,GarageType,Foundation,FireplaceQu,TotRmsAbvGrd,MSSubClass,Dure_house,HeatingQC,BsmtFinType1,Fireplaces,Exterior1st,Exterior2nd,MasVnrType,GrLivArea,MSZoning,OverallCond,HouseStyle,BsmtExposure,SaleCondition,SaleType,GarageCond,2ndFlrSF,TotalBsmtSF,LotShape,GarageQual,CentralAir,HalfBath,LotFrontage,Fence,Electric,OpenPorchSF,Electrical
6,ClearCr,2,Gd,Gd,TA,603,2,RFn,11,Attchd,PConc,nonappli,8,60,11,Gd,GLQ,0,VinylSd,VinylSd,None,1688,RL,5,2Story,Gd,Normal,WD,TA,1072,616,IR1,TA,Y,1,79,nonappli,SBrkr,114,SBrkr
6,Veenker,2,Gd,TA,TA,516,2,Unf,24,Attchd,PConc,nonappli,6,20,24,TA,BLQ,0,Plywood,Plywood,None,1232,RL,6,1Story,No,Normal,WD,TA,0,1232,IR1,TA,Y,0,313,nonappli,SBrkr,0,SBrkr
6,Blueste,2,Gd,TA,TA,462,1,Fin,29,Attchd,CBlock,TA,5,160,29,TA,ALQ,1,MetalSd,MetalSd,None,1229,RM,6,2Story,No,Normal,WD,TA,668,561,Reg,TA,Y,1,24,GdPrv,SBrkr,0,SBrkr
3,OldTown,2,Fa,TA,TA,420,2,Unf,89,CarPort,CBlock,nonappli,7,190,39,TA,BLQ,0,HdBoard,HdBoard,None,1699,RL,5,2Story,Mn,Abnorml,WD,Fa,685,978,IR1,Fa,Y,0,107,nonappli,SBrkr,74,SBrkr
4,OldTown,2,Fa,TA,Fa,576,1,Unf,35,Detchd,CBlock,nonappli,4,20,56,TA,Unf,0,MetalSd,MetalSd,None,936,RM,4,1Story,No,Normal,WD,TA,0,936,Reg,TA,N,0,60,nonappli,SBrkr,32,SBrkr
7,CollgCr,2,Gd,Gd,Gd,434,2,Fin,2,BuiltIn,PConc,Gd,8,60,1,Ex,Unf,1,VinylSd,VinylSd,None,1948,RL,5,2Story,No,Normal,WD,TA,1101,847,IR2,TA,Y,1,41,nonappli,SBrkr,48,SBrkr
9,NridgHt,3,Ex,Ex,Gd,738,2,Fin,5,Attchd,PConc,Gd,10,60,4,Ex,GLQ,1,VinylSd,VinylSd,Stone,2224,RL,5,2Story,No,Normal,WD,TA,762,1462,Reg,TA,Y,1,74,nonappli,SBrkr,0,SBrkr
5,Crawfor,3,TA,TA,TA,871,2,Unf,58,2Types,CBlock,nonappli,8,90,57,TA,BLQ,0,MetalSd,MetalSd,None,2002,RH,6,2Story,No,Normal,WD,TA,1001,1001,Reg,TA,N,0,82,nonappli,FuseA,0,FuseA
6,NWAmes,2,TA,TA,TA,495,2,RFn,35,Attchd,CBlock,Gd,8,60,35,Gd,Rec,1,HdBoard,HdBoard,BrkFace,1993,RL,5,2Story,No,Normal,WD,TA,896,825,IR1,TA,Y,1,313,GdWo,SBrkr,66,SBrkr
7,CollgCr,2,Gd,Gd,Gd,492,2,RFn,4,BuiltIn,PConc,nonappli,8,60,4,Ex,GLQ,0,VinylSd,VinylSd,None,1861,RL,5,2Story,No,Normal,WD,TA,941,916,IR1,TA,Y,1,95,nonappli,SBrkr,91,SBrkr
5,NAmes,1,TA,TA,TA,270,1,RFn,50,Attchd,CBlock,nonappli,6,20,50,Ex,ALQ,0,MetalSd,MetalSd,BrkFace,1041,RL,6,1Story,No,Normal,WD,TA,0,1041,Reg,TA,Y,0,80,MnPrv,SBrkr,88,SBrkr
6,BrkSide,1,TA,TA,TA,180,1,Unf,81,Detchd,BrkTil,Gd,5,30,57,TA,Unf,1,Wd Sdng,Wd Sdng,None,986,RM,5,1Story,No,Normal,WD,TA,0,960,Reg,TA,N,0,60,nonappli,SBrkr,128,SBrkr
7,NridgHt,2,Gd,Gd,Gd,478,2,RFn,3,Attchd,PConc,Gd,6,120,3,Ex,Unf,1,VinylSd,Wd Shng,Stone,1405,RL,5,1Story,No,Normal,WD,TA,0,1405,IR1,TA,Y,0,313,nonappli,SBrkr,36,SBrkr
7,CollgCr,3,Gd,Gd,TA,740,2,RFn,1,Attchd,PConc,nonappli,6,20,1,Ex,Unf,0,VinylSd,VinylSd,None,1226,RL,5,1Story,No,Normal,WD,TA,0,1226,IR1,TA,Y,0,94,nonappli,SBrkr,36,SBrkr
6,BrkSide,1,TA,Fa,TA,275,1,Fin,47,Detchd,BrkTil,nonappli,5,30,8,Ex,Rec,0,Stucco,Wd Shng,None,838,RL,7,1Story,Mn,Normal,WD,TA,0,816,Reg,TA,Y,0,55,MnWw,SBrkr,0,SBrkr
3,Edwards,1,TA,TA,TA,200,1,Unf,72,Detchd,BrkTil,nonappli,5,30,60,TA,Rec,0,Stucco,Stucco,None,864,RL,3,1Story,No,Normal,WD,Fa,0,864,Reg,TA,N,0,45,nonappli,FuseF,0,FuseF
5,Sawyer,0,TA,TA,TA,0,1,nonappli,-9.22E+18,nonappli,CBlock,nonappli,5,20,49,TA,GLQ,0,Wd Sdng,Plywood,None,1006,RL,3,1Story,No,Normal,WD,nonappli,0,1006,Reg,nonappli,Y,0,313,nonappli,SBrkr,24,SBrkr
9,Veenker,3,Ex,Gd,Gd,894,0,Fin,25,Attchd,CBlock,Gd,5,20,19,Gd,GLQ,1,WdShing,Wd Shng,None,1842,RL,5,1Story,Gd,Normal,WD,TA,0,1842,IR1,TA,Y,1,68,nonappli,SBrkr,72,SBrkr
8,NridgHt,3,Ex,Gd,Gd,866,2,RFn,1,Attchd,PConc,Gd,6,20,0,Ex,GLQ,1,VinylSd,VinylSd,Stone,1710,RL,5,1Story,Gd,Partial,New,TA,0,1710,Reg,TA,Y,0,107,nonappli,SBrkr,102,SBrkr
8,NoRidge,2,Gd,Gd,Gd,420,2,Fin,8,BuiltIn,PConc,TA,10,60,8,Gd,Unf,1,VinylSd,VinylSd,BrkFace,2263,RL,5,2Story,No,Abnorml,WD,TA,1098,1141,Reg,TA,Y,1,93,nonappli,SBrkr,123,SBrkr
4,OldTown,2,TA,TA,TA,560,2,Unf,39,Detchd,PConc,nonappli,11,190,60,Gd,Unf,0,VinylSd,AsbShng,None,2290,RM,6,2Story,No,Normal,WD,TA,1044,777,Reg,TA,Y,0,60,nonappli,SBrkr,0,SBrkr
4,NAmes,1,TA,TA,TA,312,1,RFn,48,Attchd,PConc,Po,6,20,48,TA,ALQ,1,Wd Sdng,Wd Sdng,None,1100,RL,5,1Story,No,Normal,WD,TA,0,1100,IR1,TA,Y,0,313,GdWo,SBrkr,0,SBrkr
6,NAmes,2,TA,TA,TA,550,2,Fin,38,Attchd,CBlock,Gd,7,20,38,Ex,BLQ,2,BrkFace,Plywood,None,2117,RL,7,1Story,Mn,Normal,WD,TA,0,1205,IR1,TA,Y,1,313,nonappli,SBrkr,42,SBrkr
4,Edwards,1,TA,TA,TA,288,1,Unf,53,Basment,CBlock,nonappli,5,20,53,Ex,Unf,0,AsbShng,AsbShng,None,960,RL,3,1Story,No,Abnorml,COD,TA,0,672,IR1,TA,Y,0,313,MnPrv,FuseA,0,FuseA
7,OldTown,2,TA,TA,TA,468,2,Unf,77,Detchd,BrkTil,TA,8,50,58,Gd,Unf,2,BrkFace,Wd Shng,None,1774,RM,5,1.5Fin,No,Abnorml,WD,TA,752,952,Reg,Fa,Y,0,51,nonappli,FuseF,0,FuseF
6,NAmes,1,TA,TA,TA,240,1,Unf,59,Detchd,CBlock,Gd,5,20,57,TA,BLQ,1,MetalSd,MetalSd,BrkFace,1082,RL,5,1Story,No,Normal,WD,TA,0,1082,Reg,TA,Y,0,60,nonappli,SBrkr,130,SBrkr
5,OldTown,2,TA,Gd,TA,528,1,Unf,60,Attchd,CBlock,nonappli,6,20,3,Ex,GLQ,0,MetalSd,MetalSd,None,1122,RM,7,1Story,No,Normal,WD,TA,0,924,Reg,TA,Y,0,100,GdWo,SBrkr,36,SBrkr
8,StoneBr,2,Gd,Gd,Gd,582,2,Fin,9,Attchd,PConc,nonappli,6,120,9,Ex,GLQ,0,CemntBd,CmentBd,None,1338,RL,5,1Story,Mn,Normal,WD,TA,0,1338,Reg,TA,Y,0,41,nonappli,SBrkr,0,SBrkr
6,Timber,2,Ex,TA,Gd,422,2,Fin,11,Attchd,PConc,nonappli,7,60,10,Ex,ALQ,0,VinylSd,VinylSd,BrkFace,1756,RL,5,2Story,No,Normal,WD,TA,868,872,IR1,TA,Y,1,313,nonappli,SBrkr,122,SBrkr
6,NAmes,1,Gd,Gd,TA,309,2,RFn,43,Attchd,CBlock,nonappli,7,80,16,Ex,LwQ,0,HdBoard,HdBoard,BrkFace,1302,RL,7,SLvl,Gd,Normal,CWD,TA,0,1302,Reg,TA,Y,0,85,MnPrv,SBrkr,0,SBrkr
4,IDOTRR,1,TA,TA,TA,327,1,Unf,70,Detchd,BrkTil,nonappli,6,30,56,Ex,ALQ,0,Wd Sdng,Wd Sdng,None,951,RM,6,1Story,No,Abnorml,WD,TA,0,951,Reg,TA,N,0,50,nonappli,SBrkr,28,SBrkr
6,BrDale,1,TA,TA,TA,264,1,Unf,33,Detchd,CBlock,nonappli,5,160,33,TA,BLQ,0,HdBoard,HdBoard,BrkFace,987,RM,5,2Story,No,Normal,WD,TA,504,483,Reg,TA,Y,1,21,nonappli,SBrkr,0,SBrkr
5,Edwards,2,Ex,TA,TA,450,1,Fin,2,Attchd,PConc,nonappli,5,20,1,Gd,ALQ,0,VinylSd,VinylSd,None,1090,RL,5,1Story,No,Normal,WD,TA,0,1090,Reg,TA,Y,1,60,nonappli,SBrkr,49,SBrkr
5,Edwards,2,TA,TA,TA,660,2,Unf,32,Detchd,CBlock,nonappli,6,50,49,Ex,LwQ,0,Wd Sdng,Wd Sdng,None,1604,RL,5,1.5Fin,No,Normal,WD,TA,620,984,Reg,TA,Y,0,60,nonappli,SBrkr,68,SBrkr
6,Somerst,2,Gd,Gd,Gd,440,2,Unf,7,Detchd,PConc,TA,4,160,7,Ex,GLQ,1,MetalSd,MetalSd,BrkFace,1512,FV,5,2Story,No,Normal,WD,TA,756,756,Reg,TA,Y,1,313,nonappli,SBrkr,32,SBrkr
6,BrkSide,1,TA,Fa,TA,312,1,Unf,67,Detchd,BrkTil,Gd,6,50,56,Gd,Unf,1,MetalSd,MetalSd,None,1577,RL,5,1.5Fin,No,Normal,WD,TA,605,972,Reg,TA,Y,0,65,nonappli,SBrkr,0,SBrkr
7,Veenker,2,TA,Gd,Gd,518,2,RFn,33,Attchd,CBlock,Gd,9,60,4,TA,LwQ,2,Wd Sdng,Wd Sdng,None,2167,RL,7,2Story,Gd,Normal,WD,TA,651,1192,IR1,TA,Y,1,313,MnPrv,SBrkr,47,SBrkr
6,Sawyer,2,Gd,TA,TA,492,1,Unf,28,Attchd,CBlock,TA,6,80,11,TA,ALQ,1,HdBoard,Plywood,BrkFace,1212,RL,7,SLvl,Av,Normal,WD,TA,0,506,IR1,TA,Y,0,88,GdWo,SBrkr,12,SBrkr
5,CollgCr,2,TA,TA,TA,440,1,Unf,32,Attchd,CBlock,nonappli,5,20,32,TA,BLQ,0,HdBoard,HdBoard,None,969,RL,6,1Story,Av,Normal,WD,TA,0,969,Reg,TA,Y,1,120,MnPrv,SBrkr,0,SBrkr
6,Edwards,2,Gd,TA,TA,525,1,RFn,3,Basment,PConc,nonappli,5,180,3,Ex,GLQ,0,VinylSd,VinylSd,BrkFace,1072,RM,5,SLvl,Gd,Normal,WD,TA,0,547,Reg,TA,Y,0,35,nonappli,SBrkr,28,SBrkr
8,NridgHt,2,Ex,Ex,Ex,588,1,RFn,5,Attchd,PConc,Gd,6,120,4,Ex,GLQ,1,MetalSd,MetalSd,BrkFace,1518,RL,5,1Story,Gd,Normal,WD,TA,0,1518,IR1,TA,Y,1,62,nonappli,SBrkr,140,SBrkr
5,Mitchel,1,TA,TA,TA,312,1,Unf,48,Attchd,CBlock,nonappli,6,20,48,TA,Rec,0,HdBoard,HdBoard,BrkFace,1188,RL,7,1Story,No,Normal,WD,TA,0,1188,IR1,TA,Y,0,313,nonappli,SBrkr,39,SBrkr
7,Somerst,3,Gd,Gd,Gd,936,2,Fin,3,Attchd,PConc,Gd,9,60,3,Ex,Unf,1,CemntBd,CmentBd,None,1958,FV,5,2Story,No,Normal,WD,TA,932,1026,Reg,TA,Y,1,85,nonappli,SBrkr,210,SBrkr
6,NPkVill,2,Gd,TA,TA,440,2,RFn,31,Attchd,CBlock,nonappli,4,120,31,TA,ALQ,0,Plywood,Plywood,None,1069,RL,6,1Story,No,Abnorml,COD,TA,0,1069,Reg,TA,Y,0,53,nonappli,SBrkr,55,SBrkr
8,CollgCr,2,Gd,Ex,Gd,522,2,RFn,8,Attchd,PConc,TA,7,20,8,Ex,Unf,1,VinylSd,VinylSd,None,1788,RL,5,1Story,Av,Normal,WD,TA,0,1753,Reg,TA,Y,0,313,nonappli,SBrkr,151,SBrkr
5,OldTown,2,TA,TA,TA,520,2,Unf,36,Attchd,CBlock,Gd,10,190,36,TA,BLQ,1,Wd Sdng,Wd Sdng,None,2414,RL,4,1.5Fin,No,Normal,ConLD,Fa,648,954,Reg,TA,N,0,60,nonappli,FuseA,0,FuseA
3,BrkSide,1,nonappli,TA,TA,287,1,Unf,53,Detchd,CBlock,nonappli,4,20,58,TA,nonappli,0,VinylSd,VinylSd,None,720,RL,6,1Story,nonappli,Normal,WD,Fa,0,0,IR1,TA,N,0,313,nonappli,SBrkr,0,SBrkr
6,NAmes,2,TA,TA,TA,433,1,RFn,50,Attchd,CBlock,TA,6,20,50,Ex,ALQ,1,MetalSd,MetalSd,None,1261,RL,6,1Story,No,Normal,WD,TA,0,1261,Reg,TA,Y,0,76,nonappli,SBrkr,0,SBrkr
5,BrkSide,1,TA,TA,TA,180,1,Unf,78,Detchd,BrkTil,nonappli,5,30,16,TA,BLQ,0,Wd Sdng,Wd Sdng,None,875,RM,7,1Story,No,Normal,WD,TA,0,715,Reg,Fa,Y,0,51,nonappli,FuseA,0,FuseA
5,Sawyer,1,TA,TA,TA,240,1,Unf,68,Detchd,PConc,nonappli,4,30,11,Ex,Unf,0,Wd Sdng,Wd Sdng,None,672,RL,8,1Story,No,Normal,WD,TA,0,672,Reg,TA,Y,0,60,GdPrv,SBrkr,0,SBrkr
6,Edwards,0,Gd,TA,TA,0,2,nonappli,-9.22E+18,nonappli,CBlock,nonappli,4,90,31,TA,GLQ,0,WdShing,Plywood,BrkFace,980,RL,5,SFoyer,Gd,AdjLand,WD,nonappli,0,945,IR1,nonappli,Y,0,35,nonappli,SBrkr,0,SBrkr
3,OldTown,3,TA,TA,TA,936,1,Unf,8,Detchd,PConc,nonappli,6,50,56,TA,Unf,0,Wd Sdng,Wd Sdng,None,1214,RL,4,1.5Fin,No,Family,WD,TA,520,672,Reg,TA,Y,0,60,MnPrv,SBrkr,0,SBrkr
5,Edwards,2,TA,TA,TA,480,1,Fin,41,Detchd,PConc,nonappli,7,20,10,Ex,BLQ,0,MetalSd,MetalSd,None,1486,RL,7,1Story,No,Normal,WD,TA,0,1486,Reg,TA,Y,0,75,MnPrv,SBrkr,0,SBrkr
6,Crawfor,1,TA,TA,TA,240,1,Unf,69,Detchd,CBlock,Gd,6,70,13,Fa,LwQ,1,Stucco,Stucco,None,1660,RL,7,2Story,No,Normal,WD,TA,811,715,IR1,TA,Y,1,74,nonappli,FuseA,0,FuseA
7,Mitchel,2,Gd,Gd,TA,497,2,Unf,19,Attchd,PConc,nonappli,6,80,18,Ex,GLQ,0,HdBoard,HdBoard,None,1217,RL,5,SLvl,Av,Normal,WD,TA,0,1188,IR1,TA,Y,0,313,GdPrv,SBrkr,27,SBrkr
7,Crawfor,1,TA,Fa,TA,234,1,Unf,68,Attchd,CBlock,Gd,7,70,59,Ex,Rec,1,MetalSd,MetalSd,None,1564,RL,7,2Story,No,Normal,WD,TA,704,704,Reg,TA,Y,1,75,nonappli,SBrkr,0,SBrkr
7,Gilbert,2,Gd,Gd,Gd,388,2,Fin,4,Attchd,PConc,Gd,8,60,3,Ex,GLQ,1,VinylSd,VinylSd,None,1490,RL,5,2Story,Av,Normal,WD,TA,702,788,IR1,TA,Y,1,60,nonappli,SBrkr,75,SBrkr
8,Crawfor,2,Gd,TA,TA,380,2,Unf,73,Basment,PConc,Gd,10,70,9,TA,BLQ,2,BrkFace,Wd Sdng,None,3194,RL,6,2Story,Mn,Alloca,WD,TA,1254,965,Reg,TA,Y,1,78,nonappli,SBrkr,0,SBrkr
7,CollgCr,2,Gd,Gd,Gd,577,2,RFn,10,Attchd,PConc,nonappli,6,20,10,Ex,GLQ,0,VinylSd,VinylSd,BrkFace,1501,RL,5,1Story,Gd,Normal,WD,TA,0,1490,IR1,TA,Y,0,78,nonappli,SBrkr,29,SBrkr
7,Gilbert,2,Gd,Gd,Gd,400,2,Fin,4,Attchd,PConc,nonappli,6,60,4,Ex,Unf,0,VinylSd,VinylSd,None,1320,RL,5,2Story,No,Normal,WD,TA,660,660,Reg,TA,Y,1,313,nonappli,SBrkr,48,SBrkr
8,NoRidge,3,Gd,Gd,Gd,676,2,Fin,11,Attchd,PConc,TA,8,60,10,Ex,GLQ,1,VinylSd,VinylSd,BrkFace,2612,RL,5,2Story,No,Normal,WD,TA,1336,1225,IR1,TA,Y,1,98,nonappli,SBrkr,0,SBrkr
8,NAmes,2,TA,Gd,Gd,795,2,Unf,88,Detchd,PConc,Ex,8,75,16,Gd,GLQ,1,Stucco,Stucco,None,3112,RL,4,2Story,No,Abnorml,WD,TA,1360,1360,Reg,TA,Y,0,174,GdPrv,SBrkr,16,SBrkr
4,SWISU,1,TA,TA,Gd,440,1,Unf,9,Detchd,PConc,nonappli,10,75,56,TA,Unf,0,Wd Sdng,Wd Sdng,None,2230,RL,5,2.5Fin,No,Normal,WD,Gd,795,795,Reg,TA,N,0,60,nonappli,SBrkr,188,SBrkr
7,ClearCr,2,Gd,TA,TA,505,2,Fin,31,Attchd,CBlock,TA,8,60,31,Ex,BLQ,1,Plywood,Plywood,BrkFace,2022,RL,5,2Story,No,Normal,WD,TA,866,1160,Reg,TA,Y,1,83,nonappli,SBrkr,117,SBrkr
7,NWAmes,2,TA,Gd,TA,539,2,Fin,29,Attchd,CBlock,TA,9,60,12,Fa,ALQ,1,Plywood,Plywood,BrkFace,2263,RL,7,2Story,No,Normal,WD,TA,795,795,IR1,TA,Y,1,313,nonappli,SBrkr,250,SBrkr
7,Gilbert,2,Gd,TA,TA,462,2,Fin,8,Attchd,PConc,TA,8,60,8,Gd,Unf,1,VinylSd,VinylSd,None,1632,RL,5,2Story,No,Normal,WD,TA,677,935,IR1,TA,Y,1,63,nonappli,SBrkr,28,SBrkr
8,Veenker,2,Gd,Ex,Gd,500,1,Fin,12,Attchd,PConc,Gd,4,120,12,Ex,GLQ,2,BrkFace,BrkFace,None,1288,RL,5,1Story,No,Normal,WD,TA,0,1260,IR2,TA,Y,1,38,nonappli,SBrkr,30,SBrkr
6,NAmes,1,TA,TA,TA,288,1,Unf,50,Attchd,CBlock,nonappli,5,20,50,Gd,BLQ,0,MetalSd,MetalSd,BrkFace,1080,RL,7,1Story,No,Normal,WD,TA,0,1080,Reg,TA,Y,0,75,nonappli,SBrkr,0,SBrkr
6,CollgCr,2,Gd,Gd,Gd,544,2,RFn,3,Attchd,PConc,nonappli,7,20,3,Ex,GLQ,0,VinylSd,VinylSd,BrkFace,1700,RL,5,1Story,Av,Normal,WD,TA,0,1682,Reg,TA,Y,0,70,nonappli,SBrkr,23,SBrkr
6,OldTown,1,Fa,TA,TA,398,2,Unf,82,Attchd,BrkTil,nonappli,6,50,56,Gd,LwQ,0,MetalSd,MetalSd,None,1310,RL,6,1.5Fin,No,Normal,COD,TA,445,617,Reg,TA,Y,0,50,nonappli,SBrkr,0,SBrkr
4,Sawyer,2,Gd,Gd,TA,436,2,Unf,14,Attchd,CBlock,nonappli,4,20,15,TA,BLQ,0,VinylSd,HdBoard,None,1067,RL,7,1Story,No,Normal,WD,TA,0,1067,Reg,TA,Y,0,60,nonappli,SBrkr,0,SBrkr
6,OldTown,1,Fa,Fa,TA,440,2,Unf,96,Detchd,Stone,nonappli,9,190,56,Gd,Unf,0,AsbShng,AsbShng,None,1928,RM,8,2Story,No,Normal,WD,Po,1020,1020,Reg,Po,N,0,69,nonappli,FuseP,60,FuseP
7,NWAmes,2,Gd,Gd,TA,564,3,RFn,28,Attchd,CBlock,TA,12,60,28,TA,BLQ,2,Plywood,Plywood,BrkFace,2784,RL,5,2Story,No,Normal,WD,TA,1392,1392,IR1,TA,Y,1,80,MnPrv,SBrkr,112,SBrkr
7,CollgCr,2,Gd,Gd,TA,583,2,RFn,8,Detchd,PConc,TA,8,60,8,Ex,GLQ,1,VinylSd,VinylSd,None,2097,RL,6,2Story,Av,Normal,WD,TA,989,1108,Reg,TA,Y,1,75,nonappli,SBrkr,170,SBrkr
6,IDOTRR,1,TA,TA,Gd,432,1,Unf,6,Detchd,BrkTil,nonappli,5,30,1,Ex,ALQ,0,Wd Sdng,Wd Sdng,None,816,RM,8,1Story,Av,Normal,WD,TA,0,816,Reg,TA,Y,0,313,nonappli,SBrkr,0,SBrkr
6,ClearCr,2,Gd,Gd,Gd,501,2,Fin,15,Attchd,PConc,Fa,9,60,15,Ex,GLQ,2,HdBoard,HdBoard,None,1953,RL,5,2Story,Av,Normal,WD,TA,874,1580,IR2,TA,Y,1,313,nonappli,SBrkr,231,SBrkr
8,StoneBr,2,Gd,Ex,Gd,499,2,Fin,9,Attchd,PConc,Ex,5,120,9,Ex,GLQ,1,CemntBd,CmentBd,None,1659,RL,5,1Story,No,Normal,WD,TA,0,1501,IR1,TA,Y,0,40,nonappli,SBrkr,59,SBrkr
5,Sawyer,2,TA,TA,TA,454,1,Unf,51,Attchd,CBlock,Gd,6,20,32,TA,ALQ,1,Wd Sdng,Plywood,None,1779,RL,4,1Story,Mn,Abnorml,WD,TA,0,1763,Reg,TA,Y,1,102,nonappli,SBrkr,418,SBrkr
7,Blmngtn,2,Gd,Gd,Gd,438,2,Fin,1,Attchd,PConc,nonappli,5,120,0,Ex,GLQ,0,VinylSd,VinylSd,BrkFace,1248,RL,5,1Story,Av,Partial,New,TA,0,1248,Reg,TA,Y,0,43,nonappli,SBrkr,0,SBrkr
7,Somerst,2,Gd,Gd,Gd,650,2,Fin,6,Attchd,PConc,TA,7,60,6,Ex,GLQ,1,VinylSd,VinylSd,None,1929,FV,5,2Story,No,Normal,WD,TA,872,1057,Reg,TA,Y,1,313,nonappli,SBrkr,235,SBrkr
6,Veenker,2,Gd,TA,TA,460,2,RFn,31,Attchd,CBlock,TA,6,20,31,Ex,ALQ,1,MetalSd,MetalSd,None,1262,RL,8,1Story,Gd,Normal,WD,TA,0,1262,Reg,TA,Y,0,80,nonappli,SBrkr,0,SBrkr
7,CollgCr,3,Ex,Ex,Gd,792,2,Fin,0,BuiltIn,PConc,Gd,10,60,0,Ex,GLQ,1,VinylSd,VinylSd,Stone,2696,RL,5,2Story,Av,Partial,New,TA,1414,1264,Reg,TA,Y,1,77,nonappli,SBrkr,184,SBrkr
5,Sawyer,1,TA,TA,TA,336,1,Unf,37,Detchd,CBlock,Gd,5,20,1,Ex,GLQ,1,MetalSd,MetalSd,None,894,RL,8,1Story,No,Normal,WD,TA,0,894,Reg,TA,Y,0,65,MnPrv,SBrkr,144,SBrkr
6,OldTown,2,Fa,TA,TA,672,2,Unf,5,Detchd,BrkTil,TA,7,190,8,Ex,Unf,1,Wd Sdng,Wd Sdng,None,1912,RM,7,1.5Fin,No,Normal,WD,TA,691,482,Reg,Gd,N,0,60,nonappli,SBrkr,25,SBrkr
5,SawyerW,1,TA,TA,TA,300,1,Unf,27,Detchd,CBlock,nonappli,6,20,41,Gd,BLQ,0,VinylSd,VinylSd,None,965,RH,5,1Story,No,Abnorml,WD,TA,0,828,Reg,TA,Y,0,60,MnPrv,SBrkr,0,SBrkr
6,Mitchel,0,TA,TA,TA,0,2,nonappli,-9.22E+18,nonappli,CBlock,nonappli,8,90,39,TA,Unf,0,MetalSd,Wd Shng,None,1824,RL,5,2Story,Av,Normal,WD,nonappli,912,912,Reg,nonappli,Y,2,94,nonappli,SBrkr,0,SBrkr
8,CollgCr,3,Gd,Gd,Gd,748,2,RFn,5,Attchd,PConc,TA,7,20,4,Ex,Unf,1,VinylSd,VinylSd,BrkFace,1787,RL,5,1Story,Gd,Normal,WD,TA,0,1753,IR2,TA,Y,0,313,nonappli,SBrkr,150,SBrkr
4,Edwards,0,TA,Fa,TA,0,2,nonappli,-9.22E+18,nonappli,CBlock,nonappli,8,90,53,TA,ALQ,0,VinylSd,VinylSd,BrkFace,1440,RL,4,1Story,No,Normal,WD,nonappli,0,1440,Reg,nonappli,N,0,92,nonappli,FuseF,0,FuseF
6,NAmes,1,TA,TA,TA,288,1,Unf,58,Attchd,CBlock,nonappli,6,50,58,TA,BLQ,0,VinylSd,VinylSd,None,1252,RL,5,1.5Fin,No,Abnorml,WD,TA,220,1032,Reg,TA,Y,0,80,nonappli,FuseA,0,FuseA
8,NoRidge,2,Gd,Gd,Gd,691,2,Fin,14,Attchd,PConc,TA,7,20,14,Ex,GLQ,1,HdBoard,HdBoard,BrkFace,1987,RL,5,1Story,Gd,Normal,WD,TA,0,1986,IR1,TA,Y,0,91,nonappli,SBrkr,36,SBrkr
4,Edwards,2,Gd,TA,TA,588,2,RFn,34,Detchd,CBlock,nonappli,6,85,36,TA,BLQ,0,Plywood,Plywood,None,1181,RL,5,SFoyer,Av,Normal,WD,TA,0,1138,Reg,TA,Y,0,90,MnPrv,SBrkr,0,SBrkr
6,Gilbert,2,Gd,TA,TA,451,2,Fin,8,Attchd,PConc,TA,8,60,8,Ex,Unf,1,VinylSd,VinylSd,BrkFace,1792,RL,5,2Story,No,Normal,WD,TA,830,936,IR1,TA,Y,1,93,nonappli,SBrkr,0,SBrkr
5,Edwards,0,Fa,TA,TA,0,1,nonappli,-9.22E+18,nonappli,PConc,nonappli,4,30,59,Ex,Unf,0,Wd Sdng,Wd Sdng,None,864,RL,8,1Story,No,Normal,WD,nonappli,0,864,Reg,nonappli,Y,0,56,nonappli,SBrkr,96,SBrkr
5,NAmes,2,TA,TA,TA,525,2,RFn,45,Attchd,CBlock,nonappli,6,20,45,Gd,ALQ,0,MetalSd,MetalSd,BrkFace,1128,RL,6,1Story,Mn,Normal,WD,TA,0,1120,Reg,TA,Y,0,80,MnPrv,SBrkr,20,SBrkr
8,Somerst,3,Gd,Gd,Gd,1025,2,RFn,1,Attchd,PConc,Gd,8,60,1,Ex,Unf,1,VinylSd,VinylSd,None,1959,FV,5,2Story,Av,Normal,WD,TA,871,1088,Reg,TA,Y,1,75,nonappli,SBrkr,46,SBrkr
6,NAmes,2,TA,TA,TA,442,1,Unf,44,Attchd,CBlock,TA,7,60,44,TA,Unf,1,MetalSd,MetalSd,BrkFace,1839,RL,5,2Story,No,Normal,WD,TA,788,756,Reg,TA,Y,1,70,nonappli,SBrkr,124,SBrkr
5,Sawyer,1,TA,TA,TA,408,1,Unf,42,Attchd,PConc,nonappli,6,20,42,TA,Unf,0,HdBoard,HdBoard,BrkCmn,904,RL,7,1Story,No,Abnorml,WD,TA,0,876,IR1,TA,Y,0,313,MnPrv,SBrkr,0,SBrkr
5,CollgCr,2,Gd,Gd,TA,484,2,Unf,32,Detchd,CBlock,nonappli,5,20,1,TA,LwQ,0,HdBoard,HdBoard,None,1040,RL,7,1Story,Mn,Normal,WD,TA,0,1040,IR1,TA,Y,0,61,nonappli,SBrkr,0,SBrkr
